"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"DEBIAN ANDRADE RESTAURANTE LTDA";"CERVEJARIA SAVASSI TERRA SHOPPING/PASTA RICA TRATTORIA";"08.381.927/0001-20";"Sociedade Empresária";"01/12/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";35500119;"MG";"Divinópolis";"Jardim Nova América";"RUA MOACIR JOSE LEITE, 100 - SANTA CLARA / ";"(37) 3216-5260";"";"";"";"";"11.036443.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DEBORAH RABELO LEMOS D'OTTAVIANO - ME";"DEBORAH RABELO LEMOS D'OTTAVIANO - ME";"59.861.641/0001-83";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";13820000;"SP";"Jaguariúna";"Jaguariúna";"RUA JULIO FRANK,  813";"(19) 3867-2264";"";"";"";"";"26.038595.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DECK BAR & RESTAURANTE LTDA ME";"DECK BAR E RESTAURANTE";"11.188.188/0001-60";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";29360000;"ES";"Castelo";"Castelo";"RUA GUERINO ZANQUETTA, 15";"(28) 3542-0770";"";"";"";"";"08.040488.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"DECK CHOPERIA E RESTAURANTE LTDA EPP";"DECK CHOPERIA E RESTAURANTE";"10.849.878/0001-50";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79803010;"MS";"Dourados";"Jardim América";"RUA MELVIN JONES Nº 693";"(67) 3422-2121";"(67) 3422-2121";"maximosdourados@hotmail.com";"";"";"12.044819.15.0001-4";"5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Primário)";100;"(""Nenhuma das Opções"")"
"DEGUSTE BUFFET GASTRONOMICO LTDA";"DEGUSTE BUFFET GASTRONOMICO";"10.383.951/0001-40";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";39510000;"MG";"Espinosa";"Espinosa";"RUA VERISSIMO CRUZ, 355 SAO CRISTOVAO";"(38) 3812-2988";"";"";"";"";"11.038059.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DELFINO & SOUZA LTDA";"ESTAÇÃO LANCHES";"12.161.300/0001-31";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88801080;"SC";"Criciúma";"Centro";"RUA TIRADENTES, 130";"(48) 3045-5525";"";"";"";"";"24.042186.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DELICE DU CHEF COMERCIO DE ALIMENTOS LTDA";"CHEF VERGE";"08.629.674/0001-61";"Sociedade Empresária";"17/11/1996";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80230010;"PR";"Curitiba";"Centro";"AV. SETE DE SETEMBRO, 2775 LOJA 1142";"(41) 3079-3350";"(41) 3076-1254";"";"";"WWW.MONTECASTELLO.COM.BR";"18.041534.15.0001-1";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"DELICIAS DA FRUTA LANCHES LTDA";"DELICIAS DA FRUTA LANCHES";"08.829.390/0001-19";"Sociedade Empresária";"08/05/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";36010120;"MG";"Juiz de Fora";"Centro";"RUA BATISTA DE OLIVEIRA, 483 - ";"(32) 3216-5911";"";"";"";"";"11.037568.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DELISHOP RESTAURANTES LTDA";"DELISHOP";"05.021.655/0001-60";"Sociedade Empresária";"01/05/2002";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29055310;"ES";"Vitória";"Praia do Canto";"RUA JOSE TEIXEIRA, 301 LJ 01";"(27) 3315-5021";"";"delishop@delishop.com.br";"";"WWW.DELISHOP.COM.BR";"08.036600.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;"(""Nenhuma das Opções"")"
"DELITZZI RESTAURANTE E FAST FOOD LTDA EIRELI";"DELITZZI";"90.578.451/0001-01";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90610000;"RS";"Porto Alegre";"Azenha";"AV IPIRANGA, 6690, LOJA 64";"(51) 3339-3046";"";"lisianekrause@cgcontadores.com.br";"";"";"23.038079.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;"(""Inglês,Espanhol"")"
"DELMIR BOITA ME";"SAN FRANCISCO";"01.106.627/0001-94";"Sociedade Empresária";"15/02/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";97800000;"RS";"São Luiz Gonzaga";"São Luiz Gonzaga";"AV SENADOR PINHEIRO MACHADO 2359";"(55) 3352-6510";"";"";"";"";"23.032906.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DELMIR FELIPE KAIBER";"DELMIR";"97.141.535/0001-14";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";90610001;"RS";"Porto Alegre";"Azenha";"AV IPIRANGA 6681 PREDIO 03";"(51) 3243-1880";"(51) 3243-1880";"";"";"";"23.038059.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;"("""")"
"DEMI QUILO RESTAURANTE LTDA";"DEMI QUILO RESTAURANTE LTDA";"04.659.805/0001-00";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";6453025;"SP";"Barueri";"Alphaville Comercial";"CALCADA DAS SAMAMBAIAS,  29";"(11) 4193-3552";"";"";"";"";"26.038278.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Italiano,Espanhol"")"
"DENARDI  PISCICULTURA";"PARQUE DENARDI";"02.382.082/0001-01";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";99220000;"RS";"Dois Lajeados";"Dois Lajeados";"LINHA EPITACIO PESSOA,  S/N";"(54) 3471-1112";"";"";"";"";"23.041248.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"DEOTTI E MAZON LTDA EPP";"SAPORE SPECIALE RESTAURANTE ";"10.296.165/0001-06";"Sociedade Empresária";"01/09/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88330009;"SC";"Balneário Camboriú";"Centro";"AVENIDA ATLANTICA ,1040";"(47) 3363-5791";"";"";"";"WWW.SAPORESPECIALE.COM.BR";"24.033512.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"DF CRUZEIRO COMERCIAL DE ALIMENTOS ";"DF CRUZEIRO COMERCIAL DE ALIMENTOS";"11.407.197/0001-02";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70650550;"DF";"Cruzeiro";"Cruzeiro Novo";"ST SHCE/SUL QD. 505 COMERCIO LOCAL LOTE 04 LOJA 07,08 E 09";"(61) 3233-8333";"";"";"";"";"07.041923.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Inglês)"
"DFL BAR E RSTAURANTE LTDA";"BAR SAIDEIRA";"08.251.440/0001-23";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";24220215;"RJ";"Niterói";"Icaraí";"RUA TAVARES DE MACEDO, 139";"(21) 2714-2042";"";"";"";"www.saideiraniteroi.com";"19.038067.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"DI BERNARDI PIZZARIA LTDA - ME";"CANTINA DI BERNARDI";"01.209.368/0001-27";"Sociedade Empresária";"06/05/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88020080;"SC";"Florianópolis";"Centro";"RUA JOSÉ JACKES 10";"";"";"";"";"";"24.037241.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"DI PARMA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME";"DI PARMA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME";"00.101.413/0001-62";"Sociedade Empresária";"01/07/1994";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78043400;"MT";"Cuiabá";"Duque de Caxias II";"AV. FILINTO MULLER, Nº 788";"(65) 3023-0287";"(65) 3052-5663";"diparmarot@hotmail.com";"";"";"13.033925.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"DIANA CAMILO PEREIRA BENDO ME";"CASARÃO PIZZARIA";"07.881.495/0001-54";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88990000;"SC";"Praia Grande";"Praia Grande";"RUA RICARDO INÁCIO, 260";"(48) 3532-0087";"";"";"";"";"24.041930.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DIAS CORREIA & OLIVIEIRA PIZZARIA LTDA - ME";"PIZZARIA LA PIAZZA";"04.066.251/0001-20";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";11410240;"SP";"Guarujá";"Morro do Maluf";"ALAMEDA MARECHAL FLORIANO PEIXOTO,  Nº 90";"(13) 3355-7775";"";"";"";"";"26.041007.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Espanhol,Japonês"")"
"DIAS DA SILVA & CIA LTDA";"FEIJÃO DE CORDA";"08.985.994/0002-35";"Sociedade Empresária";"14/08/2008";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";65071590;"MA";"São Luís";"Calhau";"RUA MARACAÇUME, Nº 08";"(98) 3235-7880";"(98) 3235-7880";"";"";"WWW.RESTAURANTEFEIJAODECORDA.COM.BR";"10.035831.15.0002-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"DIDGE AUSTRALIAN BAR E PETISCARIA LTDA ME";"DIDGE AUSTRALIAN STAKEHOUSE PUB";"09.106.996/0001-99";"Sociedade Empresária";"26/12/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88330123;"SC";"Balneário Camboriú";"Centro";"RUA 4450, N 143";"(47) 3361-6114";"";"contato@didge.com.br";"";"WWW.DIDGE.COM.BR";"24.034085.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";270;"(""Inglês,Espanhol"")"
"DIDIU LANCHES LTDA.";"JOSY & CIA";"31.399.710/0001-60";"Sociedade Empresária";"21/04/1987";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25665130;"RJ";"Petrópolis";"Bingen";"RUA DR. PAULO HERVÊ, 344 - LOJA 02 E SLJ";"(24) 2242-4080";"";"";"";"";"19.037163.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DILMA DE SOUZA SANTOS ME";"ZECA LANCHES E PIZZARIA";"08.191.635/0001-25";"Sociedade Empresária";"10/08/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88490000;"SC";"Paulo Lopes";"Paulo Lopes";"RUA ANA RAUPP DE SA S/N";"(48) 3253-0206";"(48) 3253-0472";"";"";"";"24.037690.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DILMA MOYA CANUTO - ME";"DILMA MOYA CANUTO - ME";"05.318.028/0001-95";"Sociedade Empresária";"05/11/1993";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";12245370;"SP";"São José dos Campos";"Jardim São Dimas";"RUA INCONFIDÊNCIA 298";"(12) 3941-9030";"";"";"";"";"26.042728.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Inglês)"
"DILVA F. MATTEI & CIA.LTDA-ME.";"RESTAURANTE LANCHONETE E PIZZARIA MATTEI";"80.101.728/0001-49";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89540000;"SC";"Santa Cecília";"Santa Cecília";"AV GETULIO VARGAS 96 CENTRO";"(49) 3244-2264";"";"";"";"";"24.039278.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DINAR AUGUSTO DA SILVA - ME";"COM PIMENTA";"11.016.958/0001-97";"Sociedade Empresária";"24/07/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DO FORRÓ S/N";"(88) 8831-8322";"";"leryssdinah123@hotmail.com";"";"";"06.032871.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(Inglês)"
"DINIZ LINHARES & SILVA LTDA";"RESTAURANTE SABOR DO SERTAO";"08.925.618/0001-74";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76740000;"GO";"Faina";"Faina";"R FELIX DE BRITO SN Q 6 L 8 VILA SOARES";"(62) 3386-1441";"(62) 3371-2775";"";"";"";"09.038281.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DIOGO PADILHA";"RESTAURANTE PANORAMICO";"10.374.029/0001-97";"Sociedade Empresária";"10/09/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";98460000;"RS";"Iraí";"Iraí";"BR 386 - KM 01 - SALA 01";"(55) 3745-1923";"(55) 3745-1434";"";"";"";"23.037406.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DIRCE SCHMITT - ME";"CHURRASCARIA BEIRA RIO";"07.076.340/0001-45";"Empresário Individual (Não MEI)";"18/12/2004";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78600000;"MT";"Barra do Garças";"Barra do Garças";"TRAVESSA ALEXANDRINA GOMES, Nº 75, SETOR SUL I";"(66) 3401-8184";"";"beirariochurrascaria@hotmail.com";"";"";"13.035505.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";250;"(""Nenhuma das Opções"")"
"DIRCEU GONÇALVES DE ABREU";"RESTAURANTE & LANCHONETE TRADIÇÃO";"10.560.976/0001-72";"Sociedade Empresária";"15/12/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76300000;"GO";"Ceres";"Ceres";"AV BERNARDO SAYÃO N 467 BAIRRO CENTRO";"(62) 9933-9616";"";"restaurantetradicao@gmail.com";"";"";"09.036133.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;"(""Nenhuma das Opções"")"
"DISK PIZZA PAULISTA LTDA EPP";"DISK PIZZA PAULISTA";"31.782.113/0001-10";"Sociedade Empresária";"30/06/1988";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29060235;"ES";"Vitória";"Jardim da Penha";"AV. DANTE MICHELINI, 615";"(27) 3225-6611";"";"js@jscontabilidade.com.br";"adriana@diskpizzapaulista.com.br";"";"08.034046.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";170;"(""Nenhuma das Opções"")"
"DIVINA PICANHA COMERCIO DE ALIMENTOS LTDA";"DIVINA PICANHA";"07.749.764/0001-23";"Sociedade Empresária";"13/02/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";60822490;"CE";"Fortaleza";"Cidade dos Funcionários";"AV. ULISSES BEZERRA, 1580";"(85) 3279-1111";"(85) 3279-8713";"";"";"WWW.DIVINAPICANHA.COM.BR";"06.036822.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"DOCA SPETO COMERCIO DE ALIMENTOS LTDA - ME";"DOCA SPETO";"08.859.778/0001-62";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";66053000;"PA";"Belém";"Reduto";"AV. VISCONDE DE SOUZA FRANCO, Nº 514";"(91) 3222-4111";"(91) 3222-4111";"solonbezerra@hotmail.com";"";"";"14.043465.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(Inglês)"
"DOCE PALADAR COMERCIO DE ALIMENTOS LTDA";"LECADÔ";"04.112.551/0001-06";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";22290160;"RJ";"Rio de Janeiro";"Botafogo";"RUA LAURO MULLER, 116 LOJA 301";"(21) 2587-2100";"";"";"";"www.lecado.com.br";"19.042998.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"DOCES MOMENTOS LTDA EPP";"DOCES MOMENTOS LTDA EPP";"01.969.294/0001-27";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79010010;"MS";"Campo Grande";"Centro";"RUA ABRÃO JULIO RAHE, 795";"(67) 3325-0038";"";"rogerio@docesmomentos.com";"";"";"12.044088.15.0001-8";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";70;"(""Nenhuma das Opções"")"
"DOCES SONHOS LTDA";"DOCES SONHOS";"04.583.955/0001-70";"Sociedade Empresária";"10/07/2001";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";41830391;"BA";"Salvador";"Pituba";"RUA PERNAMBUCO, 362 ";"(71) 3270-4428";"";"";"";"WWW.DOCESSONHOSDOCERIA.COM.BR";"05.034679.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DOCKA'S CHURRASCARIA E PIZZARIA E CHOPERIA LTDA";"RESTAURANTE E CHOPERIA PORTO SEGURO";"10.355.434/0001-68";"Sociedade Empresária";"19/09/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88375000;"SC";"Navegantes";"Navegantes";"RUA ANIBAL GAYA, 356";"(47) 3342-3171";"";"";"";"";"24.036942.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"DOGIVAL VASCONCELOS ME";"HOTEL & CHURRASCARIA O LAÇADOR";"10.924.991/0001-52";"Sociedade Empresária";"06/10/1986";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57200000;"AL";"Penedo";"Penedo";"RUA PALMEIRA ALTA,  17 DOM CONSTANTINO";"(82) 3551-2956";"(82) 3551-3976";"lacadorpousadaechurrascaria@hotmail.com";"";"WWW.POUSADAOLACADOR.COM.BR";"02.018102.15.0001-5";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";0;"("""")"
"DOM ALBERTO RESTAURANTE LTDA -EPP.";"DOM ALBERTO RESTAURANTE";"03.871.703/0001-83";"Sociedade Empresária";"15/07/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88330696;"SC";"Balneário Camboriú";"Centro";"RUA 401, 120, CENTRO";"(47) 3366-4848";"(47) 3366-4848";"";"";"";"24.036944.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DOM BOSCO COMÉRCIO DE ALIMENTOS LTDA";"GIRAFFA'S";"02.670.769/0001-42";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71570050;"DF";"Paranoá";"Paranoá";"AVENIDA PARANOÁ, CONJUNTO 09, LOTE 07";"(61) 3369-3357";"";"";"";"";"07.040339.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"DOM CAPONE COMERCIO DE ALIMENTOS LTDA-ME";"BELLA DONNA";"07.277.832/0001-07";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";21351050;"RJ";"Rio de Janeiro";"Madureira";"ESTRADA DO PORTELA, 222 LOJAS 403 A, B, C";"(21) 2488-1064";"";"";"";"www.restauranterioitalia.com.br";"19.038421.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DOM FORNARE GALETOS & MASSAS, BAR E RESTAURANTE ";"DOM FORNARE GALETOS, MASSAS & CIA.";"10.945.093/0001-80";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88160000;"SC";"Biguaçu";"Biguaçu";"RUA CORONEL TEIXEIRA DE OLIVEIRA";"(48) 3243-5656";"";"";"";"";"24.043499.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"DOM FRANCISCO RESTAURANTE LTDA";"DOM FRANCISCO RESTAURANTE";"03.327.191/0001-99";"Sociedade Empresária";"01/07/1999";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70200002;"DF";"Brasília";"Asa Sul";"SCES TRECHO 02 CONJUNTO 31 PARTE ASBAC";"(61) 3226-2125";"(61) 3225-8190";"";"";"DOMFRANCISCORESTAURANTE.COM.BR";"07.037872.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DOM GIUSEPPE COMERCIO E SERVIÇOS LTDA EPP";"DOM GIUSEPPE COMERCIO E SERVIÇOS LTDA EPP";"34.642.579/0001-08";"Sociedade Empresária";"01/12/1989";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";66035350;"PA";"Belém";"Batista Campos";"AVENIDA CONSELHEIRO FURTADO, 1420";"(91) 4008-0001";"(91) 4008-0001";"angelasicilia@gmail.com";"fabiosicilia@gmail.com";"www.famigliasicilia.com.br";"14.036754.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(Italiano)"
"DOM RAFFAS PIZZARIA LTDA ME";"DOM RAFFAS PIZZARIA";"10.706.702/0001-49";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29300300;"ES";"Cachoeiro de Itapemirim";"Centro";"AV BEIRA RIO SN";"(28) 3522-2271";"";"";"";"";"08.038059.15.0001-0";"5611-2/01-RESTAURANTE COM SERVIÇO COMPLETO
 (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;"("""")"
"DOMANI RESTAURANTE SELF-SERVICE LTDA";"DOMANI RESTAURANTE";"01.182.300/0001-00";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58051000;"PB";"João Pessoa";"Jardim São Paulo";"R JOAO RODRIGUES ALVES, N 360, SALA 102";"(83) 3235-5858";"";"financeiro.domani@gmail.com";"";"www.restaurantedomani.com.br";"15.038630.15.0001-0";"5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"DOMANNI GALETERIA E PIZZARIA LTDA";"DOMANNI GALETERIA E PIZZARIA";"10.982.715/0001-40";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72308201;"DF";"Samambaia";"Samambaia Sul";"QN 314 CONJUNTO 01 LOTE 01 LOJA 02";"(61) 3358-5448";"";"baseggiob2@hotmail.com";"";"";"07.045081.15.0001-0";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";145;"(""Nenhuma das Opções"")"
"DONATTI & TROIAN LTDA ME";"CHURRASCARIA,LANCHONETE E PIZZARIA DO GAUCHO";"09.570.716/0001-07";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68189000;"PA";"Moraes Almeida";"Moraes Almeida";"RUA 1D, SN ";"(93) 3541-2162";"(93) 3541-2162";"conceituscontabilidade@hotmail.com";"";"";"14.038059.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"DONNABELLO PIZZAS LTDA - ME";"DONATELLO PIZZAS";"03.012.210/0001-98";"Sociedade Empresária";"09/11/1998";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24320570;"RJ";"Niterói";"Badu";"RUA 5 , N°2 LOJA 107";"(21) 2617-6762";"(21) 2617-8478";"";"";"";"19.036892.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"DOR´S BURGER LTDA ME";"DOR´S BURGER";"00.753.229/0001-05";"Sociedade Empresária";"14/08/1995";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";60833530;"CE";"Fortaleza";"Cambeba";"RUA CRISANTO MOREIRA DA ROCHA 1131";"(85) 3459-2000";"(XX) 3459-1988";"";"";"WWW.DORSBURGER.COM.BR";"06.036107.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DORALICE FERREIRA BORGES";"CASA DO PAO DE QUEIJO";"09.386.924/0001-42";"Sociedade Empresária";"19/02/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";74810100;"GO";"Goiânia";"Jardim Goiás";"AV. DEP JAMEL CECILIO Nº3.300 SHOP FLAMBOYANT";"(62) 3093-3077";"";"hudsonramos@globo.com";"";"";"09.037180.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"DOVIGO & TIRELLI LTDA - ME";"DOVIGO & TIRELLI LTDA - ME";"72.695.034/0001-59";"Sociedade Empresária";"12/08/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";13800060;"SP";"Mogi Mirim";"Centro";"RUA SENADOR JOSE BONIFACIO, Nº 85";"(19) 3862-3440";"";"";"";"WWW.OPCAOBAR.COM.BR";"26.036612.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
